ACC_NUCCORE	CreateDate_NUCCORE	GC_NUCCORE	Host_BIOSAMPLE	IsolationSource_BIOSAMPLE	Length_NUCCORE	Location_BIOSAMPLE	SamplType_BIOSAMPLE	Topology_NUCCORE	loc_lat	loc_lng	loc_parsed	plasmidfinder	pmlst	taxon_class_name	taxon_family_name	taxon_genus_name	taxon_name	taxon_order_name	taxon_phylum_name	taxon_species_name	taxon_superkingdom_name	D1	D2
CP048866.1	2020-08-10	51.84156828450664	Homo sapiens	blood	137220	Belgium: Antwerp		circular	51.16	4.41		IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, 	IncF RST(F-:A-:B-):FIA(-);FIB(10?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.6226434000000001	11.716874
CP048864.1	2020-08-10	50.46810363596778	Homo sapiens	blood	4593	Belgium: Antwerp		circular	51.16	4.41		ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	6.7221766	18.750782
CP048862.1	2020-08-10	51.48771021992238	Homo sapiens	blood	1546	Belgium: Antwerp		circular	51.16	4.41		Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.3145278	-4.8451614
CP048861.1	2020-08-10	51.83901854695426	Homo sapiens	blood	124387	Belgium: Antwerp		circular	51.16	4.41		IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(1,6);FIB(20?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.8229703999999998	6.1763330000000005
CP048859.1	2020-08-10	48.64916650699367	Homo sapiens	blood	5219	Belgium: Antwerp		circular	51.16	4.41		ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	9.147243	5.5568852
CP048858.1	2020-08-10	51.00378671399327	Homo sapiens	blood	113819	Belgium: Antwerp		circular	51.16	4.41		IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFII(29)_1, CP003035, 	IncF RST(F29:A-:B-):FIA(-);FIB(10?);FIC(-);FII(29);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.55666816	11.938775
CP048856.1	2020-08-10	51.035148212790716	Homo sapiens	blood	70473	USA		circular	39.7837304	-100.4458825	USA	IncFII(pRSB107)_1, AJ851089, 	IncF RST(F4:A-:B-):FIA(-);FIB(-);FIC(3?);FII(4);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.8185097	11.282362
CP048854.1	2020-08-10	49.4304595101144	Homo sapiens	urine	123784	USA		circular	39.7837304	-100.4458825	USA	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F52:A-:B-):FIA(-);FIB(24?);FIC(-);FII(52);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.5493406	11.915019000000001
CP058232.1	2020-06-25	47.903387770202414	Homo sapiens		94605	United Kingdom: United Kingdom		circular	54.70235450000001	-3.2765752999999997	United Kingdom,United Kingdom	IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F23:A-:B3):FIA(20?);FIB(3);FIC(3?);FII(23);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	15.377304	16.029207
CP058234.1	2020-06-25	47.90803382663848	Homo sapiens		94600	United Kingdom: United Kingdom		circular	54.70235450000001	-3.2765752999999997	United Kingdom,United Kingdom	IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F23:A-:B3):FIA(20?);FIB(3);FIC(3?);FII(23);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	15.379074	16.032107999999997
CP054464.1	2020-06-14	51.6817593790427	Homo sapiens	rectal swab from healthy college student	1546	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.310535	-4.8388534000000005
CP054463.1	2020-06-14	47.14285714285714	Homo sapiens	rectal swab from healthy college student	2100	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(BS512)_1, NC_010656, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.0736419999999995	-6.6907897
CP054462.1	2020-06-14	51.50848522941546	Homo sapiens	rectal swab from healthy college student	3182	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.287526000000001	5.7530375
CP054461.1	2020-06-14	47.62449914138523	Homo sapiens	rectal swab from healthy college student	6988	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.1366467	-4.850461
CP054460.1	2020-06-14	50.28928223635218	Homo sapiens	rectal swab from healthy college student	34914	USA: California	whole organism	not-set	36.7014631	-118.7559974	USA,California	IncB/O/K/Z_1, CU928147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-3.173016	12.713141
CP054459.1	2020-06-14	53.320089097585935	Homo sapiens	rectal swab from healthy college student	83055	USA: California	whole organism	not-set	36.7014631	-118.7559974	USA,California	IncB/O/K/Z_1, CU928147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-3.1977556000000003	12.707624000000001
CP054458.1	2020-06-14	52.55851225111538	Homo sapiens	rectal swab from healthy college student	138518	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(4,20);FIB(58?);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.554854400000001	10.430933
CP054456.1	2020-06-14	49.41205291523764	Homo sapiens	rectal swab from healthy college student	4082	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col8282_1, DQ995352, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-8.506567	10.795513
CP054455.1	2020-06-14	50.69584058537279	Homo sapiens	rectal swab from healthy college student	140765	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(58?);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.8822521999999999	11.326822
CP054453.1	2020-06-14	51.099937146448774	Homo sapiens	rectal swab from healthy college student	1591	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.5953043	-5.2695565
CP054452.1	2020-06-14	47.274881516587676	Homo sapiens	rectal swab from healthy college student	5064	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col156_1, NC_009781, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-4.129883	-4.486039599999999
CP054451.1	2020-06-14	48.60094705122686	Homo sapiens	rectal swab from healthy college student	6969	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	9.639203	5.679956
CP054450.1	2020-06-14	50.91366690814618	Homo sapiens	rectal swab from healthy college student	160124	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFII_1, AY458016, 	IncF RST(F95:A-:B10):FIA(-);FIB(10);FIC(-);FII(95);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.6490324000000001	11.717717
CP054342.1	2020-06-10	51.86855670103093	Homo sapiens	rectal swab from healthy college student	1552	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.122884	-4.4988203
CP054341.1	2020-06-10	47.17432950191572	Homo sapiens	rectal swab from healthy college student	2088	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(BS512)_1, NC_010656, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.0780106	-6.6885414
CP054340.1	2020-06-10	53.34171380683009	Homo sapiens	rectal swab from healthy college student	4773	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.2133399999999999	0.9833388000000001
CP054339.1	2020-06-10	47.541618273325604	Homo sapiens	rectal swab from healthy college student	5166	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col156_1, NC_009781, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-4.120951	-4.477064
CP054338.1	2020-06-10	52.51972307196909	Homo sapiens	rectal swab from healthy college student	6211	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.8279595	-0.5358930000000001
CP054337.1	2020-06-10	47.54334381019974	Homo sapiens	rectal swab from healthy college student	98630	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	p0111_1, AP010962, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.7412434	3.959885
CP054336.1	2020-06-10	52.241501193367526	Homo sapiens	rectal swab from healthy college student	142873	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(~1);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.546475	10.438348
CP054334.1	2020-06-10	50.1984126984127	Homo sapiens	rectal swab from healthy college student	1512	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	12.152436999999999	11.654468
CP054333.1	2020-06-10	52.1205654841291	Homo sapiens	rectal swab from healthy college student	3749	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col156_1, NC_009781, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-4.284428599999999	-4.639304
CP054332.1	2020-06-10	49.596675629430464	Homo sapiens	rectal swab from healthy college student	4091	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col8282_1, DQ995352, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-8.426441	10.427178999999999
CP054331.1	2020-06-10	47.15173025732032	Homo sapiens	rectal swab from healthy college student	5635	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.880503	20.067825
CP054330.1	2020-06-10	53.65506675421317	Homo sapiens	rectal swab from healthy college student	9138	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.97141165	16.30976
CP054329.1	2020-06-10	52.42804967129293	Homo sapiens	rectal swab from healthy college student	68450	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFII(pCoo)_1, CR942285, 	IncF RST(F14:A-:B-):FIA(-);FIB(-);FIC(-);FII(14);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.40368757	10.56697
CP054324.1	2020-06-10	47.13677236157122	Homo sapiens	rectal swab from healthy college student	2113	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(BS512)_1, NC_010656, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.072826	-6.689153
CP054323.1	2020-06-10	51.473477406679756	Homo sapiens	rectal swab from healthy college student	4072	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-8.843864	10.472458999999999
CP054322.1	2020-06-10	47.46320681642138	Homo sapiens	rectal swab from healthy college student	5164	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col156_1, NC_009781, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-4.1545196	-4.510301
CP054321.1	2020-06-10	52.10028444797248	Homo sapiens	rectal swab from healthy college student	90702	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncQ1_1, M28829, |IncFIA_1, AP001918, |IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, 	IncF RST(F-:A-:B10):FIA(1,6);FIB(10);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.9189363999999998	5.899138
CP054320.1	2020-06-10	40.74458058435438	Homo sapiens	rectal swab from healthy college student	42440	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncX1_4, JN935898, |IncX9_1, NC_010257, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	6.129102	14.370593
CP054318.1	2020-06-10	50.95971257655859	Homo sapiens	rectal swab from healthy college student	112169	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFII(29)_1, CP003035, |Col156_1, NC_009781, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F29:A-:B10):FIA(-);FIB(10);FIC(-);FII(29);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.5219616	11.994183
CP054316.1	2020-06-10	50.043194848032684	Homo sapiens	rectal swab from healthy college student	89131	USA: California	whole organism	not-set	36.7014631	-118.7559974	USA,California	IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.24654	2.7868235
CP054315.1	2020-06-10	45.39927290961514	Homo sapiens	rectal swab from healthy college student	79770	USA: California	whole organism	not-set	36.7014631	-118.7559974	USA,California	IncFII(pRSB107)_1, AJ851089, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(~6);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.1617215	10.536812
CP051693.1	2020-04-30	47.36119192285314	Homo sapiens	rectal swab from healthy college student	104839	USA: California	whole organism	linear	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, 	IncF RST(F1:A-:B54):FIA(-);FIB(54);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.11617	6.472371
CP051750.1	2020-04-30	51.5718420802885	Homo sapiens	rectal swab from healthy college student	84296	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F24:A-:B-):FIA(-);FIB(58?);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.76735395	11.099274000000001
AP019710.1	2019-09-19	44.36094869472124	Homo sapiens		48572	Japan		circular	36.5748441	139.2394179	Japan			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O145:H28	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-6.245312	14.169488000000001
AP019709.1	2019-09-19	47.708175058130166	Homo sapiens		86874	Japan		circular	36.5748441	139.2394179	Japan	IncB/O/K/Z_3, GQ259888, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B11):FIA(-);FIB(11);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O145:H28	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.7860345000000001	12.293172
AP019707.1	2019-09-19	47.685530998725774	Homo sapiens		91036	Japan		circular	36.5748441	139.2394179	Japan	IncB/O/K/Z_3, GQ259888, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B11):FIA(-);FIB(11);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O145:H28	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.78186584	12.29223
AP019705.1	2019-09-19	51.29214035778025	Homo sapiens		71161	Japan		circular	36.5748441	139.2394179	Japan	IncFII(pHN7A8)_1, JN232517, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(5?);FII(~33);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O145:H28	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.921586	11.048465
